"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"34702",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",86,"Offline",0,0,0,105,0,0,"09","24","Sunday"
"34703",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",172,"Offline",0,0,0,80.75,0,0,"10","23","Tuesday"
"34704",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",160,"Online",0,0,0,132.3,0,1,"10","03","Wednesday"
"34705",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Online",0,0,0,130,2,0,"10","13","Saturday"
"34706",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",152,"Offline",0,0,0,71,0,0,"01","20","Saturday"
"34707",3,0,1,0,"Meal Plan 1",0,"Room_Type 4",28,"Online",0,0,0,146,3,0,"09","12","Wednesday"
"34708",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",15,"Offline",0,0,0,38.67,1,0,"12","05","Tuesday"
"34709",2,0,2,1,"Not Selected",0,"Room_Type 1",84,"Online",0,0,0,125.1,2,0,"09","04","Tuesday"
"34710",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",91,"Offline",0,0,0,80,0,0,"09","30","Sunday"
"34711",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",46,"Online",0,0,0,163.8,2,0,"05","16","Wednesday"
"34712",2,0,0,1,"Meal Plan 1",0,"Room_Type 2",71,"Online",0,0,0,108,1,0,"10","07","Sunday"
"34713",2,0,2,1,"Not Selected",0,"Room_Type 1",19,"Online",0,0,0,119,1,0,"06","26","Tuesday"
"34714",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,137,1,0,"04","04","Wednesday"
"34715",2,0,1,1,"Not Selected",0,"Room_Type 1",24,"Online",0,0,0,139,1,0,"07","23","Monday"
"34716",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Offline",0,0,0,100.8,0,0,"10","14","Saturday"
"34717",2,1,0,1,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,75,1,0,"08","07","Monday"
"34718",2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,"Offline",0,0,0,115,1,1,"06","06","Wednesday"
"34719",3,0,0,1,"Meal Plan 1",0,"Room_Type 1",10,"Online",0,0,0,161,2,0,"09","24","Sunday"
"34720",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",105,"Offline",0,0,0,75,0,1,"04","06","Friday"
"34721",0,2,0,3,"Meal Plan 1",0,"Room_Type 2",76,"Online",0,0,0,127.38,3,0,"09","21","Friday"
"34722",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",2,"Online",0,0,0,126,1,0,"09","30","Saturday"
"34723",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",0,"Complementary",1,0,8,0,1,0,"10","12","Thursday"
"34724",2,0,1,1,"Not Selected",0,"Room_Type 1",41,"Online",0,0,0,107.1,1,1,"04","04","Wednesday"
"34725",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,"Offline",0,0,0,120,0,1,"09","15","Saturday"
"34726",3,0,2,3,"Meal Plan 1",0,"Room_Type 4",7,"Online",0,0,0,141.95,2,0,"05","29","Tuesday"
"34727",2,0,1,5,"Meal Plan 1",0,"Room_Type 1",166,"Offline",0,0,0,72.25,0,1,"08","02","Thursday"
"34728",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,"Offline",0,0,0,60,0,1,"02","28","Wednesday"
"34729",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",17,"Online",0,0,0,121.75,1,0,"10","02","Monday"
"34730",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",239,"Offline",0,0,0,112.2,0,1,"06","15","Friday"
"34731",0,2,1,1,"Meal Plan 1",0,"Room_Type 2",178,"Online",0,0,0,88.77,0,1,"08","27","Monday"
"34732",1,0,2,2,"Meal Plan 1",0,"Room_Type 4",4,"Online",0,0,0,135,0,1,"04","10","Tuesday"
"34733",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,"Offline",0,0,0,60,0,1,"02","28","Wednesday"
"34734",3,0,1,4,"Meal Plan 1",0,"Room_Type 4",55,"Online",0,0,0,122.4,2,0,"09","07","Friday"
"34735",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",150,"Online",0,0,0,65.83,2,0,"03","17","Saturday"
"34736",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",58,"Offline",0,0,0,80.67,1,0,"01","27","Saturday"
"34737",3,0,2,3,"Meal Plan 1",0,"Room_Type 4",113,"Online",0,0,0,151.2,0,0,"10","09","Tuesday"
"34738",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",99,"Online",0,0,0,118.8,0,1,"10","08","Monday"
"34739",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",5,"Offline",0,0,0,75,2,0,"07","04","Wednesday"
"34740",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",3,"Offline",0,0,0,95,0,0,"06","20","Wednesday"
"34741",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",44,"Online",0,0,0,121.61,0,0,"04","30","Monday"
"34742",2,0,1,4,"Meal Plan 1",1,"Room_Type 1",0,"Online",0,0,0,114,0,0,"03","28","Wednesday"
"34743",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",131,"Offline",0,0,0,94.5,0,1,"08","15","Tuesday"
"34744",2,0,1,2,"Not Selected",0,"Room_Type 1",88,"Online",0,0,0,116.1,0,1,"06","10","Sunday"
"34745",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",69,"Offline",0,0,0,68,0,0,"11","13","Tuesday"
"34746",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",75,"Online",0,0,0,151.2,1,0,"10","08","Monday"
"34747",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",97,"Online",0,0,0,102.3,0,0,"04","16","Monday"
"34748",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",169,"Offline",0,0,0,63.5,0,0,"04","22","Sunday"
"34749",2,0,2,0,"Not Selected",0,"Room_Type 1",9,"Online",0,0,0,153,2,0,"08","14","Tuesday"
"34750",2,1,2,0,"Meal Plan 1",0,"Room_Type 1",91,"Online",0,0,0,134.1,0,0,"08","21","Tuesday"
"34751",1,0,0,0,"Meal Plan 1",0,"Room_Type 4",1,"Complementary",0,0,0,0,0,0,"10","22","Sunday"
"34752",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,"Offline",0,0,0,101.5,0,1,"07","01","Saturday"
"34753",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,115,1,0,"05","23","Wednesday"
"34754",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",27,"Offline",0,0,0,120,0,0,"06","09","Saturday"
"34755",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",115,"Online",0,0,0,90.9,1,0,"10","26","Friday"
"34756",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",50,"Online",0,0,0,90.9,0,0,"04","01","Sunday"
"34757",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",12,"Online",0,0,0,89,1,0,"01","15","Monday"
"34758",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",308,"Offline",0,0,0,52,0,1,"11","25","Sunday"
"34759",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",115,"Offline",0,0,0,75,0,0,"02","27","Tuesday"
"34760",1,1,0,3,"Meal Plan 1",0,"Room_Type 4",80,"Online",0,0,0,114.9,1,0,"12","27","Thursday"
"34761",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",14,"Online",0,0,0,95.04,0,0,"10","05","Thursday"
"34762",3,0,1,3,"Meal Plan 1",0,"Room_Type 4",141,"Online",0,0,0,135.45,0,0,"08","22","Wednesday"
"34763",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",157,"Offline",0,0,0,68,0,0,"12","08","Saturday"
"34764",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",56,"Offline",0,0,0,75,0,0,"11","14","Wednesday"
"34765",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",1,"Offline",0,0,0,116,1,0,"10","10","Tuesday"
"34766",3,0,0,4,"Meal Plan 1",0,"Room_Type 4",127,"Online",0,0,0,139.95,2,0,"07","27","Friday"
"34767",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",0,0,0,100,0,0,"08","22","Wednesday"
"34768",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",9,"Online",0,0,0,123.2,1,0,"11","10","Saturday"
"34769",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",7,"Complementary",1,0,6,0,1,0,"05","31","Thursday"
"34770",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",174,"Online",0,0,0,90.9,3,0,"11","01","Thursday"
"34771",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",51,"Online",0,0,0,69.11,0,0,"10","12","Thursday"
"34772",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",206,"Online",0,0,0,132.77,0,1,"09","23","Sunday"
"34773",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",151,"Offline",0,0,0,80,0,0,"01","19","Friday"
"34774",2,0,0,1,"Meal Plan 1",1,"Room_Type 1",9,"Online",0,0,0,168,3,0,"09","08","Saturday"
"34775",2,0,2,1,"Not Selected",0,"Room_Type 1",43,"Online",0,0,0,92.4,1,0,"11","12","Monday"
"34776",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,"Corporate",0,0,0,105,0,0,"07","21","Saturday"
"34777",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",124,"Online",0,0,0,146.03,3,0,"11","06","Tuesday"
"34778",2,2,1,2,"Meal Plan 1",0,"Room_Type 6",5,"Online",0,0,0,201,2,0,"04","22","Sunday"
"34779",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",10,"Offline",0,0,0,99,0,0,"11","06","Tuesday"
"34780",2,0,1,2,"Not Selected",0,"Room_Type 1",27,"Online",0,0,0,139,1,1,"08","22","Wednesday"
"34781",2,0,1,1,"Not Selected",0,"Room_Type 1",33,"Offline",0,0,0,85.5,0,0,"09","10","Monday"
"34782",2,0,2,1,"Not Selected",0,"Room_Type 1",57,"Online",0,0,0,78.69,1,0,"10","10","Tuesday"
"34783",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,"Offline",0,0,0,52,1,0,"01","14","Sunday"
"34784",2,0,0,5,"Meal Plan 1",0,"Room_Type 4",36,"Offline",0,0,0,60,0,0,"11","03","Friday"
"34785",3,0,2,1,"Meal Plan 1",0,"Room_Type 1",221,"Offline",0,0,0,90,0,0,"10","17","Tuesday"
"34786",2,0,1,3,"Not Selected",0,"Room_Type 1",213,"Online",0,0,0,80.75,0,1,"08","08","Wednesday"
"34787",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,120,3,0,"11","21","Wednesday"
"34788",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,64,0,0,"01","14","Sunday"
"34789",1,0,2,1,"Meal Plan 1",0,"Room_Type 4",130,"Online",0,0,0,104.4,2,0,"10","29","Monday"
"34790",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",192,"Offline",0,0,0,102,0,1,"09","25","Monday"
"34791",2,1,2,5,"Meal Plan 1",0,"Room_Type 1",150,"Online",0,0,0,120.82,0,1,"07","07","Saturday"
"34792",2,0,1,5,"Meal Plan 1",0,"Room_Type 4",60,"Online",0,0,0,101.99,1,0,"09","05","Wednesday"
"34793",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",276,"Online",0,0,0,81.43,0,1,"12","28","Friday"
"34794",2,0,1,2,"Meal Plan 2",0,"Room_Type 1",105,"Offline",0,0,0,110,0,1,"10","12","Thursday"
"34795",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",103,"Online",0,0,0,76.5,1,0,"08","08","Tuesday"
"34796",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",241,"Online",0,0,0,75.92,1,0,"10","30","Tuesday"
"34797",2,0,2,5,"Meal Plan 2",0,"Room_Type 1",277,"Offline",0,0,0,89.14,1,0,"09","05","Wednesday"
"34798",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",60,"Offline",0,0,0,60,0,0,"10","12","Thursday"
"34799",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",30,"Online",0,0,0,96.3,5,0,"10","14","Saturday"
"34800",2,1,0,4,"Meal Plan 1",1,"Room_Type 1",0,"Corporate",0,0,0,107,3,0,"10","19","Friday"
"34801",2,2,1,1,"Meal Plan 1",0,"Room_Type 6",2,"Online",0,0,0,211,2,0,"04","30","Monday"
"34802",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",4,"Online",0,0,0,90.33,0,0,"12","25","Monday"
"34803",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",53,"Online",0,0,0,137.7,2,0,"07","18","Wednesday"
"34804",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,"Corporate",1,0,2,66,0,0,"02","14","Wednesday"
"34805",2,0,2,5,"Meal Plan 1",0,"Room_Type 4",125,"Online",0,0,0,113.41,0,1,"07","22","Sunday"
"34806",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",168,"Offline",0,0,0,85,0,1,"04","22","Sunday"
"34807",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",263,"Offline",0,0,0,67,0,0,"09","21","Thursday"
"34808",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,120,0,0,"06","14","Thursday"
"34809",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,"Offline",1,1,0,80,0,0,"10","06","Friday"
"34810",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",204,"Online",0,0,0,99.45,0,1,"08","08","Wednesday"
"34811",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",33,"Corporate",0,0,0,64,0,0,"01","25","Thursday"
"34812",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",274,"Online",0,0,0,107,2,1,"08","09","Thursday"
"34813",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,"Corporate",0,0,0,65,0,0,"10","11","Wednesday"
"34814",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,"Online",0,0,0,155,2,0,"09","15","Friday"
"34815",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",46,"Online",0,0,0,117.9,1,0,"07","04","Wednesday"
"34816",3,0,0,5,"Meal Plan 1",0,"Room_Type 4",35,"Online",0,0,0,136.62,3,0,"04","19","Thursday"
"34817",3,0,0,1,"Meal Plan 1",0,"Room_Type 4",48,"Online",0,0,0,142.2,2,0,"09","02","Sunday"
"34818",2,0,1,1,"Not Selected",0,"Room_Type 4",0,"Online",0,0,0,96.6,1,0,"08","20","Monday"
"34819",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",157,"Online",0,0,0,114.3,2,1,"05","23","Wednesday"
"34820",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",49,"Online",0,0,0,109.8,3,0,"09","04","Tuesday"
"34821",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",106,"Online",0,0,0,108.3,0,1,"05","03","Thursday"
"34822",2,0,3,10,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,98.62,2,1,"08","18","Friday"
"34823",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,"Offline",0,0,0,110,0,1,"11","01","Thursday"
"34824",2,0,1,3,"Not Selected",0,"Room_Type 1",195,"Online",0,0,0,80.75,0,1,"07","25","Wednesday"
"34825",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",151,"Offline",0,0,0,80,0,0,"01","19","Friday"
"34826",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,"Offline",0,0,0,94.5,0,1,"07","25","Tuesday"
"34827",2,1,2,5,"Meal Plan 2",0,"Room_Type 1",186,"Online",0,0,0,164.25,2,1,"08","01","Wednesday"
"34828",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",271,"Offline",0,0,0,87.3,0,0,"12","03","Monday"
"34829",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",168,"Offline",0,0,0,85,0,1,"04","22","Sunday"
"34830",2,0,0,1,"Meal Plan 1",0,"Room_Type 5",0,"Complementary",0,0,0,0,1,0,"10","02","Monday"
"34831",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",84,"Online",0,0,0,126.9,0,1,"05","16","Wednesday"
"34832",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",96,"Offline",0,0,0,94.5,0,0,"07","11","Tuesday"
"34833",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Offline",1,1,0,98.1,0,0,"09","30","Saturday"
"34834",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",28,"Offline",0,0,0,90.51,0,0,"09","03","Sunday"
"34835",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",97,"Online",0,0,0,135.9,0,1,"09","09","Sunday"
"34836",3,0,0,1,"Meal Plan 1",0,"Room_Type 4",13,"Online",0,0,0,177,0,0,"06","10","Sunday"
"34837",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",41,"Offline",0,0,0,118,0,0,"12","31","Sunday"
"34838",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",0,0,0,66,0,0,"01","21","Sunday"
"34839",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",189,"Online",0,0,0,99.45,1,1,"08","06","Monday"
"34840",2,0,2,1,"Not Selected",0,"Room_Type 1",67,"Online",0,0,0,85.5,0,1,"04","03","Tuesday"
"34841",2,0,2,5,"Not Selected",0,"Room_Type 1",107,"Online",0,0,0,76.69,1,0,"12","21","Friday"
"34842",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",88,"Corporate",0,0,0,90,1,0,"10","07","Sunday"
"34843",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",181,"Online",0,0,0,99.45,1,1,"08","11","Saturday"
"34844",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",4,"Online",0,0,0,127,0,1,"03","11","Sunday"
"34845",2,0,0,3,"Not Selected",0,"Room_Type 1",65,"Online",0,0,0,125.1,1,0,"09","27","Thursday"
"34846",3,0,1,4,"Meal Plan 1",0,"Room_Type 4",186,"Online",0,0,0,130.05,1,1,"08","15","Wednesday"
"34847",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,"Corporate",0,0,0,109.65,0,0,"11","10","Saturday"
"34848",2,2,2,1,"Meal Plan 1",0,"Room_Type 6",32,"Online",0,0,0,197.7,2,0,"09","24","Monday"
"34849",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",101,"Online",0,0,0,114.3,0,1,"07","04","Wednesday"
"34850",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Complementary",0,0,0,6,0,0,"08","05","Saturday"
"34851",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,"Offline",0,0,0,110,0,1,"11","01","Thursday"
"34852",3,0,0,1,"Meal Plan 1",0,"Room_Type 4",118,"Online",0,0,0,137.7,1,0,"07","20","Friday"
"34853",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",54,"Online",0,0,0,75.95,1,0,"02","08","Thursday"
"34854",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",1,"Offline",0,0,0,75,0,0,"09","22","Friday"
"34855",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",163,"Offline",0,0,0,100,0,1,"06","05","Tuesday"
"34856",2,0,2,4,"Meal Plan 1",0,"Room_Type 4",25,"Online",0,0,0,118.15,1,0,"09","19","Tuesday"
"34857",3,0,2,0,"Meal Plan 1",0,"Room_Type 4",45,"Online",0,0,0,168.3,0,1,"05","01","Tuesday"
"34858",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",19,"Online",1,1,0,69,0,0,"12","05","Tuesday"
"34859",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",38,"Online",0,0,0,168.3,1,0,"03","25","Sunday"
"34860",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,120,0,0,"06","14","Thursday"
"34861",2,0,2,5,"Not Selected",0,"Room_Type 1",47,"Online",0,0,0,74.8,1,1,"11","20","Tuesday"
"34862",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",69,"Offline",0,0,0,120,0,1,"06","12","Tuesday"
"34863",1,0,2,6,"Meal Plan 1",0,"Room_Type 1",60,"Online",0,0,0,63.75,0,1,"03","05","Monday"
"34864",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,109,0,0,"08","14","Monday"
"34865",2,0,2,3,"Not Selected",0,"Room_Type 1",95,"Online",0,0,0,77.35,0,1,"04","15","Sunday"
"34866",2,0,2,2,"Not Selected",0,"Room_Type 1",15,"Online",0,0,0,129,1,1,"08","20","Monday"
"34867",1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,87.78,1,0,"09","20","Wednesday"
"34868",2,0,2,2,"Not Selected",0,"Room_Type 1",162,"Online",0,0,0,80.75,0,1,"08","27","Monday"
"34869",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",181,"Online",0,0,0,72.75,1,0,"08","06","Monday"
"34870",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",146,"Offline",0,0,0,85,0,0,"12","29","Friday"
"34871",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",8,"Online",0,0,0,85,0,1,"02","15","Thursday"
"34872",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",237,"Online",0,0,0,89.25,0,1,"09","14","Thursday"
"34873",2,1,2,1,"Meal Plan 1",0,"Room_Type 1",34,"Online",0,0,0,152.1,0,0,"08","13","Monday"
"34874",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",129,"Online",0,0,0,80.5,1,0,"08","04","Saturday"
"34875",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",136,"Offline",0,0,0,80.75,0,0,"09","04","Tuesday"
"34876",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",41,"Online",0,0,0,117.6,0,0,"03","24","Saturday"
"34877",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",176,"Offline",0,0,0,116.1,0,1,"09","08","Saturday"
"34878",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,"Offline",0,0,0,110,0,0,"06","06","Wednesday"
"34879",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",0,0,0,79,0,0,"12","05","Wednesday"
"34880",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",4,"Offline",0,0,0,63.8,0,0,"01","25","Thursday"
"34881",2,0,0,2,"Not Selected",0,"Room_Type 1",11,"Online",0,0,0,91.5,0,0,"12","02","Sunday"
"34882",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",12,"Offline",0,0,0,72,0,0,"10","04","Wednesday"
"34883",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",22,"Online",0,0,0,118.58,1,0,"11","17","Saturday"
"34884",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",243,"Offline",0,0,0,80.75,0,0,"09","27","Thursday"
"34885",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,73.9,1,0,"01","06","Saturday"
"34886",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",26,"Online",0,0,0,142,0,1,"04","15","Sunday"
"34887",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",29,"Online",0,0,0,154.93,2,0,"09","25","Tuesday"
"34888",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",55,"Online",0,0,0,84.8,1,0,"03","01","Thursday"
"34889",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",270,"Offline",0,0,0,80,0,0,"04","20","Friday"
"34890",2,0,2,5,"Meal Plan 2",0,"Room_Type 1",277,"Offline",0,0,0,89.14,1,0,"09","05","Wednesday"
"34891",0,2,2,2,"Meal Plan 1",0,"Room_Type 2",31,"Online",0,0,0,124.25,2,0,"09","16","Sunday"
"34892",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,85,0,0,"01","19","Friday"
"34893",2,0,0,3,"Meal Plan 1",1,"Room_Type 1",51,"Online",0,0,0,90.9,1,0,"03","15","Thursday"
"34894",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",8,"Online",0,0,0,159.33,1,1,"06","29","Friday"
"34895",2,0,0,2,"Not Selected",0,"Room_Type 1",36,"Online",0,0,0,99,2,0,"09","01","Saturday"
"34896",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",62,"Offline",0,0,0,95.88,0,1,"05","21","Monday"
"34897",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",58,"Online",0,0,0,127,0,0,"12","30","Saturday"
"34898",2,0,1,2,"Not Selected",1,"Room_Type 1",47,"Online",0,0,0,81.5,1,0,"02","26","Monday"
"34899",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",41,"Online",0,0,0,113,0,0,"10","26","Friday"
"34900",2,0,2,4,"Not Selected",0,"Room_Type 1",77,"Online",0,0,0,94.5,0,1,"07","23","Monday"
"34901",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,"Online",0,0,0,145.8,2,0,"09","21","Thursday"
"34902",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",95,"Offline",0,0,0,58,1,0,"03","11","Sunday"
"34903",2,0,0,2,"Not Selected",0,"Room_Type 1",15,"Online",0,0,0,79,0,1,"02","12","Monday"
"34904",1,0,1,0,"Meal Plan 1",1,"Room_Type 1",3,"Corporate",1,0,3,65,0,0,"06","06","Wednesday"
"34905",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",42,"Online",0,0,0,121.33,4,0,"11","11","Sunday"
"34906",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",11,"Complementary",0,0,0,0,1,0,"12","11","Monday"
"34907",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",4,"Online",1,11,4,80.3,1,0,"01","12","Friday"
"34908",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,"Corporate",0,0,0,90,0,0,"09","09","Saturday"
"34909",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",163,"Offline",0,0,0,110,0,1,"09","08","Saturday"
"34910",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",3,"Online",1,11,10,80.1,1,0,"01","16","Tuesday"
"34911",2,0,2,7,"Meal Plan 1",0,"Room_Type 1",106,"Online",0,0,0,76.5,1,0,"08","13","Sunday"
"34912",1,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Offline",0,0,0,90,0,0,"10","23","Tuesday"
"34913",2,1,0,4,"Meal Plan 1",0,"Room_Type 1",98,"Online",0,0,0,106.2,1,0,"11","02","Friday"
"34914",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,"Offline",0,0,0,75,0,1,"06","17","Sunday"
"34915",2,1,0,3,"Meal Plan 1",0,"Room_Type 1",90,"Online",0,0,0,130.5,1,0,"07","05","Thursday"
"34916",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",30,"Online",0,0,0,139.28,0,1,"10","03","Wednesday"
"34917",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",29,"Offline",0,0,0,75,0,0,"10","20","Friday"
"34918",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",0,"Online",0,0,0,155,1,0,"09","21","Thursday"
"34919",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",0,0,0,66,0,0,"01","14","Sunday"
"34920",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",21,"Online",0,0,0,93,1,0,"02","13","Tuesday"
